metric_group,split,source_split,model_slug,dataset,source_kind,num_filtered_samples,num_metric_rows,num_missing_rows,num_render_success,render_success_rate
render_success,filtered_test_mini,test,gpt_5_4_mini_reasoning_medium,Physics,benchmark_eval_test_derived,31,31,0,31,1.0000000000
render_success,filtered_test_mini,test,gpt_5_4_mini_reasoning_medium,dvqa,benchmark_eval_test_derived,39,39,0,39,1.0000000000
render_success,filtered_test_mini,test,gpt_5_4_mini_reasoning_medium,figureqa,benchmark_eval_test_derived,39,39,0,39,1.0000000000
render_success,filtered_test_mini,test,gpt_5_4_mini_reasoning_medium,geometry3k,benchmark_eval_test_derived,21,21,0,21,1.0000000000
render_success,filtered_test_mini,test,gpt_5_4_mini_reasoning_medium,matplotlib,benchmark_eval_test_derived,13,13,0,13,1.0000000000
render_success,filtered_test_mini,test,gpt_5_4_mini_reasoning_medium,spatialvlm_qa,benchmark_eval_test_derived,39,39,0,33,0.8461538462
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,ChartQA,benchmark_eval,195,195,0,187,0.9589743590
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,ChemVQA-2K,benchmark_eval,288,288,0,285,0.9895833333
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,DocVQA,benchmark_eval,292,292,0,278,0.9520547945
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,EEE-Bench,benchmark_eval,67,67,0,65,0.9701492537
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,GEOQA_8K_R1V,benchmark_eval,73,73,0,72,0.9863013699
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,Geoperception,benchmark_eval,137,137,0,135,0.9854014599
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,Graph-Algorithms,benchmark_eval,161,161,0,161,1.0000000000
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,GraphVQA-Swift,benchmark_eval,175,175,0,175,1.0000000000
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,OlympiadBench,benchmark_eval,81,81,0,79,0.9753086420
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,Physics,benchmark_eval,121,121,0,120,0.9917355372
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,dvqa,benchmark_eval,161,161,0,159,0.9875776398
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,figureqa,benchmark_eval,161,161,0,160,0.9937888199
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,geometry3k,benchmark_eval,65,65,0,64,0.9846153846
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,matplotlib,benchmark_eval,31,31,0,31,1.0000000000
render_success,filtered_test,test,gemini_3_1_flash_lite_preview,spatialvlm_qa,benchmark_eval,161,161,0,16,0.0993788820
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,ChartQA,benchmark_eval_test_derived,45,45,0,45,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,ChemVQA-2K,benchmark_eval_test_derived,63,63,0,63,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,DocVQA,benchmark_eval_test_derived,68,68,0,65,0.9558823529
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,EEE-Bench,benchmark_eval_test_derived,22,22,0,21,0.9545454545
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,GEOQA_8K_R1V,benchmark_eval_test_derived,21,21,0,21,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,Geoperception,benchmark_eval_test_derived,34,34,0,34,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,Graph-Algorithms,benchmark_eval_test_derived,39,39,0,39,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,GraphVQA-Swift,benchmark_eval_test_derived,42,42,0,42,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,OlympiadBench,benchmark_eval_test_derived,23,23,0,21,0.9130434783
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,Physics,benchmark_eval_test_derived,31,31,0,31,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,dvqa,benchmark_eval_test_derived,39,39,0,39,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,figureqa,benchmark_eval_test_derived,39,39,0,39,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,geometry3k,benchmark_eval_test_derived,21,21,0,21,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,matplotlib,benchmark_eval_test_derived,13,13,0,13,1.0000000000
render_success,filtered_test_mini,test,gemini_3_1_flash_lite_preview,spatialvlm_qa,benchmark_eval_test_derived,39,39,0,3,0.0769230769
